Year,Month,Day,MJD,HAM_ms
1998,11,20,51137,-0.03696528
1998,11,21,51138,-0.03661890
1998,11,22,51139,-0.03609525
1998,11,23,51140,-0.03584016
1998,11,24,51141,-0.03574083
1998,11,25,51142,-0.03535142
1998,11,26,51143,-0.03446177
1998,11,27,51144,-0.03414511
1998,11,28,51145,-0.03391168
1998,11,29,51146,-0.03344517
1998,11,30,51147,-0.03262794
1998,12,1,51148,-0.03146738
1998,12,2,51149,-0.03039508
1998,12,3,51150,-0.03056740
1998,12,4,51151,-0.03045808
1998,12,5,51152,-0.02965606
1998,12,6,51153,-0.02881577
1998,12,7,51154,-0.02820674
1998,12,8,51155,-0.02791402
1998,12,9,51156,-0.02771690
1998,12,10,51157,-0.02634848
1998,12,11,51158,-0.02589378
1998,12,12,51159,-0.02548566
1998,12,13,51160,-0.02501284
1998,12,14,51161,-0.02556117
1998,12,15,51162,-0.02567730
1998,12,16,51163,-0.02551947
1998,12,17,51164,-0.02569124
1998,12,18,51165,-0.02546378
1998,12,19,51166,-0.02599882
1998,12,20,51167,-0.02630395
1998,12,21,51168,-0.02577085
1998,12,22,51169,-0.02468510
1998,12,23,51170,-0.02417893
1998,12,24,51171,-0.02391940
1998,12,25,51172,-0.02429815
1998,12,26,51173,-0.02488786
1998,12,27,51174,-0.02422666
1998,12,28,51175,-0.02275991
1998,12,29,51176,-0.02081978
1998,12,30,51177,-0.01894325
1998,12,31,51178,-0.01646678
1999,1,1,51179,-0.01385395
1999,1,2,51180,-0.01207267
1999,1,3,51181,-0.00920616
1999,1,4,51182,-0.00738059
1999,1,5,51183,-0.00506278
1999,1,6,51184,-0.00326883
1999,1,7,51185,-0.00131871
1999,1,8,51186,0.00031503
1999,1,9,51187,0.00312792
1999,1,10,51188,0.00581476
1999,1,11,51189,0.00804483
1999,1,12,51190,0.00915397
1999,1,13,51191,0.01108360
1999,1,14,51192,0.01387336
1999,1,15,51193,0.01682475
1999,1,16,51194,0.01842096
1999,1,17,51195,0.01928151
1999,1,18,51196,0.01978956
1999,1,19,51197,0.02066821
1999,1,20,51198,0.02097331
1999,1,21,51199,0.02241515
1999,1,22,51200,0.02480147
1999,1,23,51201,0.02742705
1999,1,24,51202,0.02942574
1999,1,25,51203,0.02986464
1999,1,26,51204,0.03044677
1999,1,27,51205,0.03144077
1999,1,28,51206,0.03261898
1999,1,29,51207,0.03449171
1999,1,30,51208,0.03575034
1999,1,31,51209,0.03730762
1999,2,1,51210,0.03848680
1999,2,2,51211,0.04023719
1999,2,3,51212,0.04188256
1999,2,4,51213,0.04383976
1999,2,5,51214,0.04454370
1999,2,6,51215,0.04600643
1999,2,7,51216,0.04853273
1999,2,8,51217,0.05005501
1999,2,9,51218,0.05094884
1999,2,10,51219,0.05092153
1999,2,11,51220,0.05123043
1999,2,12,51221,0.05246472
1999,2,13,51222,0.05279209
1999,2,14,51223,0.05216371
1999,2,15,51224,0.05177280
1999,2,16,51225,0.05186782
1999,2,17,51226,0.05276976
1999,2,18,51227,0.05452105
1999,2,19,51228,0.05568290
1999,2,20,51229,0.05653607
1999,2,21,51230,0.05835846
1999,2,22,51231,0.06096715
1999,2,23,51232,0.06248264
1999,2,24,51233,0.06399731
1999,2,25,51234,0.06534530
1999,2,26,51235,0.06617774
1999,2,27,51236,0.06798536
1999,2,28,51237,0.06993981
1999,3,1,51238,0.07244364
1999,3,2,51239,0.07489981
1999,3,3,51240,0.07719050
1999,3,4,51241,0.07862901
1999,3,5,51242,0.07921173
1999,3,6,51243,0.08015523
1999,3,7,51244,0.08107361
1999,3,8,51245,0.08257944
1999,3,9,51246,0.08377129
1999,3,10,51247,0.08379009
1999,3,11,51248,0.08348131
1999,3,12,51249,0.08460285
1999,3,13,51250,0.08613629
1999,3,14,51251,0.08717736
1999,3,15,51252,0.08857795
1999,3,16,51253,0.08994496
1999,3,17,51254,0.09026046
1999,3,18,51255,0.09128511
1999,3,19,51256,0.09218678
1999,3,20,51257,0.09279642
1999,3,21,51258,0.09356838
1999,3,22,51259,0.09431610
1999,3,23,51260,0.09409387
1999,3,24,51261,0.09461254
1999,3,25,51262,0.09500885
1999,3,26,51263,0.09446324
1999,3,27,51264,0.09472010
1999,3,28,51265,0.09534278
1999,3,29,51266,0.09535152
1999,3,30,51267,0.09438843
1999,3,31,51268,0.09476653
1999,4,1,51269,0.09551339
1999,4,2,51270,0.09536813
1999,4,3,51271,0.09576344
1999,4,4,51272,0.09685657
1999,4,5,51273,0.09684772
1999,4,6,51274,0.09650331
1999,4,7,51275,0.09657208
1999,4,8,51276,0.09682375
1999,4,9,51277,0.09689589
1999,4,10,51278,0.09707547
1999,4,11,51279,0.09697666
1999,4,12,51280,0.09563086
1999,4,13,51281,0.09442576
1999,4,14,51282,0.09396294
1999,4,15,51283,0.09338726
1999,4,16,51284,0.09299117
1999,4,17,51285,0.09192120
1999,4,18,51286,0.08994525
1999,4,19,51287,0.08713513
1999,4,20,51288,0.08490985
1999,4,21,51289,0.08262382
1999,4,22,51290,0.08058973
1999,4,23,51291,0.07980528
1999,4,24,51292,0.07978012
1999,4,25,51293,0.08021179
1999,4,26,51294,0.08013806
1999,4,27,51295,0.07976565
1999,4,28,51296,0.07924068
1999,4,29,51297,0.07837524
1999,4,30,51298,0.07758715
1999,5,1,51299,0.07681227
1999,5,2,51300,0.07616685
1999,5,3,51301,0.07521909
1999,5,4,51302,0.07510246
1999,5,5,51303,0.07551669
1999,5,6,51304,0.07490680
1999,5,7,51305,0.07407070
1999,5,8,51306,0.07232066
1999,5,9,51307,0.07098565
1999,5,10,51308,0.06962862
1999,5,11,51309,0.06810435
1999,5,12,51310,0.06753118
1999,5,13,51311,0.06658894
1999,5,14,51312,0.06592247
1999,5,15,51313,0.06467760
1999,5,16,51314,0.06334640
1999,5,17,51315,0.06174373
1999,5,18,51316,0.06032317
1999,5,19,51317,0.05907053
1999,5,20,51318,0.05781112
1999,5,21,51319,0.05587711
1999,5,22,51320,0.05369989
1999,5,23,51321,0.05140505
1999,5,24,51322,0.04913258
1999,5,25,51323,0.04852420
1999,5,26,51324,0.04805153
1999,5,27,51325,0.04630119
1999,5,28,51326,0.04421958
1999,5,29,51327,0.04264159
1999,5,30,51328,0.04098451
1999,5,31,51329,0.03798120
1999,6,1,51330,0.03503828
1999,6,2,51331,0.03236940
1999,6,3,51332,0.03061245
1999,6,4,51333,0.02830516
1999,6,5,51334,0.02607855
1999,6,6,51335,0.02434335
1999,6,7,51336,0.02233430
1999,6,8,51337,0.01984120
1999,6,9,51338,0.01825420
1999,6,10,51339,0.01637842
1999,6,11,51340,0.01548321
1999,6,12,51341,0.01443881
1999,6,13,51342,0.01372233
1999,6,14,51343,0.01237556
1999,6,15,51344,0.01050169
1999,6,16,51345,0.00878949
1999,6,17,51346,0.00776269
1999,6,18,51347,0.00714022
1999,6,19,51348,0.00639423
1999,6,20,51349,0.00586832
1999,6,21,51350,0.00478659
1999,6,22,51351,0.00407555
1999,6,23,51352,0.00304467
1999,6,24,51353,0.00274649
1999,6,25,51354,0.00212364
1999,6,26,51355,0.00139483
1999,6,27,51356,0.00133935
1999,6,28,51357,0.00180587
1999,6,29,51358,0.00151077
1999,6,30,51359,0.00136282
1999,7,1,51360,0.00118239
1999,7,2,51361,0.00132590
1999,7,3,51362,0.00101182
1999,7,4,51363,-0.00002413
1999,7,5,51364,-0.00030574
1999,7,6,51365,-0.00139303
1999,7,7,51366,-0.00272990
1999,7,8,51367,-0.00446813
1999,7,9,51368,-0.00590054
1999,7,10,51369,-0.00679802
1999,7,11,51370,-0.00730663
1999,7,12,51371,-0.00763841
1999,7,13,51372,-0.00847523
1999,7,14,51373,-0.00925591
1999,7,15,51374,-0.01004685
1999,7,16,51375,-0.01068937
1999,7,17,51376,-0.01163754
1999,7,18,51377,-0.01233717
1999,7,19,51378,-0.01351085
1999,7,20,51379,-0.01402690
1999,7,21,51380,-0.01503402
1999,7,22,51381,-0.01549199
1999,7,23,51382,-0.01614251
1999,7,24,51383,-0.01730460
1999,7,25,51384,-0.01898838
1999,7,26,51385,-0.02053052
1999,7,27,51386,-0.02138267
1999,7,28,51387,-0.02272241
1999,7,29,51388,-0.02363871
1999,7,30,51389,-0.02490631
1999,7,31,51390,-0.02581029
1999,8,1,51391,-0.02712298
1999,8,2,51392,-0.02773580
1999,8,3,51393,-0.02816878
1999,8,4,51394,-0.02908200
1999,8,5,51395,-0.02997974
1999,8,6,51396,-0.03016801
1999,8,7,51397,-0.02957511
1999,8,8,51398,-0.02798521
1999,8,9,51399,-0.02766198
1999,8,10,51400,-0.02829208
1999,8,11,51401,-0.02892241
1999,8,12,51402,-0.02912139
1999,8,13,51403,-0.02919844
1999,8,14,51404,-0.02855571
1999,8,15,51405,-0.02881826
1999,8,16,51406,-0.02985279
1999,8,17,51407,-0.03100937
1999,8,18,51408,-0.03203524
1999,8,19,51409,-0.03296523
1999,8,20,51410,-0.03327078
1999,8,21,51411,-0.03338974
1999,8,22,51412,-0.03344551
1999,8,23,51413,-0.03348274
1999,8,24,51414,-0.03325182
1999,8,25,51415,-0.03226466
1999,8,26,51416,-0.03047476
1999,8,27,51417,-0.03070258
1999,8,28,51418,-0.03101993
1999,8,29,51419,-0.03076104
1999,8,30,51420,-0.03137139
1999,8,31,51421,-0.03234819
1999,9,1,51422,-0.03258169
1999,9,2,51423,-0.03330573
1999,9,3,51424,-0.03448456
1999,9,4,51425,-0.03416491
1999,9,5,51426,-0.03354381
1999,9,6,51427,-0.03409565
1999,9,7,51428,-0.03446417
1999,9,8,51429,-0.03490392
1999,9,9,51430,-0.03419876
1999,9,10,51431,-0.03382296
1999,9,11,51432,-0.03460028
1999,9,12,51433,-0.03511425
1999,9,13,51434,-0.03569337
1999,9,14,51435,-0.03575926
1999,9,15,51436,-0.03593387
1999,9,16,51437,-0.03559061
1999,9,17,51438,-0.03579040
1999,9,18,51439,-0.03757377
1999,9,19,51440,-0.03851225
1999,9,20,51441,-0.03911318
1999,9,21,51442,-0.03989250
1999,9,22,51443,-0.03997689
1999,9,23,51444,-0.04016726
1999,9,24,51445,-0.04056766
1999,9,25,51446,-0.04075874
1999,9,26,51447,-0.04138471
1999,9,27,51448,-0.04132862
1999,9,28,51449,-0.04116758
1999,9,29,51450,-0.03991486
1999,9,30,51451,-0.03939422
1999,10,1,51452,-0.03933093
1999,10,2,51453,-0.03911252
1999,10,3,51454,-0.03894693
1999,10,4,51455,-0.03839332
1999,10,5,51456,-0.03840089
1999,10,6,51457,-0.03877484
1999,10,7,51458,-0.03853469
1999,10,8,51459,-0.03868682
1999,10,9,51460,-0.03801332
1999,10,10,51461,-0.03760310
1999,10,11,51462,-0.03727283
1999,10,12,51463,-0.03721484
1999,10,13,51464,-0.03741831
1999,10,14,51465,-0.03716583
1999,10,15,51466,-0.03744188
1999,10,16,51467,-0.03787767
1999,10,17,51468,-0.03877375
1999,10,18,51469,-0.03923969
1999,10,19,51470,-0.03924624
1999,10,20,51471,-0.03921922
1999,10,21,51472,-0.04037095
1999,10,22,51473,-0.04180632
1999,10,23,51474,-0.04278513
1999,10,24,51475,-0.04415621
1999,10,25,51476,-0.04527151
1999,10,26,51477,-0.04589886
1999,10,27,51478,-0.04586800
1999,10,28,51479,-0.04560851
1999,10,29,51480,-0.04480299
1999,10,30,51481,-0.04276833
1999,10,31,51482,-0.04144187
1999,11,1,51483,-0.04062965
1999,11,2,51484,-0.04020443
1999,11,3,51485,-0.03979893
1999,11,4,51486,-0.03942225
1999,11,5,51487,-0.03970452
1999,11,6,51488,-0.04037083
1999,11,7,51489,-0.04144032
1999,11,8,51490,-0.04198782
1999,11,9,51491,-0.04214749
1999,11,10,51492,-0.04212139
1999,11,11,51493,-0.04302289
1999,11,12,51494,-0.04326556
1999,11,13,51495,-0.04363504
1999,11,14,51496,-0.04432289
1999,11,15,51497,-0.04549172
1999,11,16,51498,-0.04579355
1999,11,17,51499,-0.04668370
1999,11,18,51500,-0.04748431
1999,11,19,51501,-0.04707436
1999,11,20,51502,-0.04498311
1999,11,21,51503,-0.04405616
1999,11,22,51504,-0.04391585
1999,11,23,51505,-0.04286407
1999,11,24,51506,-0.04229583
1999,11,25,51507,-0.04235444
1999,11,26,51508,-0.04182957
1999,11,27,51509,-0.04089199
1999,11,28,51510,-0.04116599
1999,11,29,51511,-0.04105811
1999,11,30,51512,-0.04058413
1999,12,1,51513,-0.04003422
1999,12,2,51514,-0.03964123
1999,12,3,51515,-0.03965759
1999,12,4,51516,-0.03932356
1999,12,5,51517,-0.03911215
1999,12,6,51518,-0.03859094
1999,12,7,51519,-0.03843295
1999,12,8,51520,-0.03915480
1999,12,9,51521,-0.03818043
1999,12,10,51522,-0.03660800
1999,12,11,51523,-0.03487314
1999,12,12,51524,-0.03283738
1999,12,13,51525,-0.03101647
1999,12,14,51526,-0.02951913
1999,12,15,51527,-0.02783334
1999,12,16,51528,-0.02585759
1999,12,17,51529,-0.02561199
1999,12,18,51530,-0.02474854
1999,12,19,51531,-0.02422104
1999,12,20,51532,-0.02343856
1999,12,21,51533,-0.02197677
1999,12,22,51534,-0.02050823
1999,12,23,51535,-0.01945136
1999,12,24,51536,-0.01800889
1999,12,25,51537,-0.01750817
1999,12,26,51538,-0.01704273
1999,12,27,51539,-0.01673944
1999,12,28,51540,-0.01638399
1999,12,29,51541,-0.01690122
1999,12,30,51542,-0.01718353
1999,12,31,51543,-0.01733268
2000,1,1,51544,-0.01702059
2000,1,2,51545,-0.01536681
2000,1,3,51546,-0.01370637
2000,1,4,51547,-0.01161886
2000,1,5,51548,-0.01111144
2000,1,6,51549,-0.01024346
2000,1,7,51550,-0.00872374
2000,1,8,51551,-0.00632760
2000,1,9,51552,-0.00460827
2000,1,10,51553,-0.00293930
2000,1,11,51554,-0.00193789
2000,1,12,51555,-0.00043336
2000,1,13,51556,0.00098017
2000,1,14,51557,0.00281379
2000,1,15,51558,0.00364589
2000,1,16,51559,0.00441332
2000,1,17,51560,0.00583215
2000,1,18,51561,0.00651669
2000,1,19,51562,0.00691924
2000,1,20,51563,0.00700916
2000,1,21,51564,0.00692056
2000,1,22,51565,0.00770028
2000,1,23,51566,0.00956874
2000,1,24,51567,0.01151964
2000,1,25,51568,0.01252736
2000,1,26,51569,0.01302554
2000,1,27,51570,0.01376675
2000,1,28,51571,0.01417242
2000,1,29,51572,0.01475121
2000,1,30,51573,0.01614398
2000,1,31,51574,0.01715336
2000,2,1,51575,0.01762151
2000,2,2,51576,0.01732425
2000,2,3,51577,0.01741291
2000,2,4,51578,0.01787981
2000,2,5,51579,0.01890793
2000,2,6,51580,0.01976796
2000,2,7,51581,0.02087595
2000,2,8,51582,0.02197620
2000,2,9,51583,0.02373401
2000,2,10,51584,0.02577702
2000,2,11,51585,0.02667706
2000,2,12,51586,0.02734094
2000,2,13,51587,0.02908962
2000,2,14,51588,0.03141386
2000,2,15,51589,0.03258530
2000,2,16,51590,0.03455536
2000,2,17,51591,0.03794351
2000,2,18,51592,0.04127340
2000,2,19,51593,0.04310149
2000,2,20,51594,0.04508675
2000,2,21,51595,0.04676512
2000,2,22,51596,0.04816595
2000,2,23,51597,0.04987735
2000,2,24,51598,0.05087403
2000,2,25,51599,0.05237033
2000,2,26,51600,0.05400554
2000,2,27,51601,0.05634096
2000,2,28,51602,0.05776711
2000,2,29,51603,0.05855378
2000,3,1,51604,0.05963420
2000,3,2,51605,0.06181524
2000,3,3,51606,0.06284469
2000,3,4,51607,0.06417549
2000,3,5,51608,0.06452803
2000,3,6,51609,0.06553826
2000,3,7,51610,0.06754951
2000,3,8,51611,0.07008606
2000,3,9,51612,0.07303648
2000,3,10,51613,0.07473464
2000,3,11,51614,0.07587944
2000,3,12,51615,0.07681316
2000,3,13,51616,0.07673780
2000,3,14,51617,0.07709346
2000,3,15,51618,0.07806158
2000,3,16,51619,0.07961263
2000,3,17,51620,0.08098503
2000,3,18,51621,0.08232600
2000,3,19,51622,0.08313284
2000,3,20,51623,0.08322392
2000,3,21,51624,0.08340924
2000,3,22,51625,0.08440194
2000,3,23,51626,0.08538689
2000,3,24,51627,0.08541104
2000,3,25,51628,0.08564336
2000,3,26,51629,0.08615714
2000,3,27,51630,0.08674020
2000,3,28,51631,0.08648634
2000,3,29,51632,0.08543789
2000,3,30,51633,0.08380058
2000,3,31,51634,0.08203334
2000,4,1,51635,0.08181397
2000,4,2,51636,0.08305833
2000,4,3,51637,0.08351862
2000,4,4,51638,0.08431201
2000,4,5,51639,0.08468226
2000,4,6,51640,0.08446424
2000,4,7,51641,0.08336266
2000,4,8,51642,0.08227079
2000,4,9,51643,0.08182150
2000,4,10,51644,0.08148359
2000,4,11,51645,0.08117020
2000,4,12,51646,0.08109106
2000,4,13,51647,0.08120387
2000,4,14,51648,0.08041597
2000,4,15,51649,0.07997676
2000,4,16,51650,0.07974857
2000,4,17,51651,0.07922507
2000,4,18,51652,0.07894891
2000,4,19,51653,0.07967247
2000,4,20,51654,0.07911512
2000,4,21,51655,0.07851598
2000,4,22,51656,0.07785250
2000,4,23,51657,0.07711460
2000,4,24,51658,0.07658997
2000,4,25,51659,0.07645794
2000,4,26,51660,0.07483422
2000,4,27,51661,0.07337219
2000,4,28,51662,0.07213383
2000,4,29,51663,0.07151511
2000,4,30,51664,0.07017400
2000,5,1,51665,0.06854662
2000,5,2,51666,0.06703375
2000,5,3,51667,0.06638649
2000,5,4,51668,0.06496733
2000,5,5,51669,0.06360849
2000,5,6,51670,0.06142564
2000,5,7,51671,0.05932182
2000,5,8,51672,0.05762641
2000,5,9,51673,0.05625490
2000,5,10,51674,0.05459547
2000,5,11,51675,0.05325513
2000,5,12,51676,0.05116270
2000,5,13,51677,0.04945569
2000,5,14,51678,0.04777689
2000,5,15,51679,0.04599309
2000,5,16,51680,0.04423433
2000,5,17,51681,0.04291111
2000,5,18,51682,0.04199759
2000,5,19,51683,0.04082518
2000,5,20,51684,0.03896636
2000,5,21,51685,0.03690995
2000,5,22,51686,0.03486993
2000,5,23,51687,0.03303544
2000,5,24,51688,0.03168789
2000,5,25,51689,0.03103715
2000,5,26,51690,0.02991784
2000,5,27,51691,0.02858891
2000,5,28,51692,0.02704968
2000,5,29,51693,0.02521029
2000,5,30,51694,0.02297693
2000,5,31,51695,0.02161227
2000,6,1,51696,0.02063115
2000,6,2,51697,0.01950278
2000,6,3,51698,0.01726021
2000,6,4,51699,0.01582928
2000,6,5,51700,0.01558644
2000,6,6,51701,0.01607162
2000,6,7,51702,0.01660918
2000,6,8,51703,0.01671609
2000,6,9,51704,0.01622698
2000,6,10,51705,0.01561110
2000,6,11,51706,0.01441594
2000,6,12,51707,0.01281464
2000,6,13,51708,0.01133207
2000,6,14,51709,0.00956105
2000,6,15,51710,0.00832639
2000,6,16,51711,0.00743901
2000,6,17,51712,0.00729908
2000,6,18,51713,0.00780073
2000,6,19,51714,0.00736344
2000,6,20,51715,0.00680497
2000,6,21,51716,0.00660744
2000,6,22,51717,0.00706249
2000,6,23,51718,0.00616951
2000,6,24,51719,0.00548492
2000,6,25,51720,0.00361054
2000,6,26,51721,0.00227888
2000,6,27,51722,0.00026608
2000,6,28,51723,-0.00129212
2000,6,29,51724,-0.00270012
2000,6,30,51725,-0.00419761
2000,7,1,51726,-0.00617363
2000,7,2,51727,-0.00684011
2000,7,3,51728,-0.00768684
2000,7,4,51729,-0.00787459
2000,7,5,51730,-0.00898195
2000,7,6,51731,-0.01077947
2000,7,7,51732,-0.01277561
2000,7,8,51733,-0.01450064
2000,7,9,51734,-0.01566231
2000,7,10,51735,-0.01555256
2000,7,11,51736,-0.01614382
2000,7,12,51737,-0.01661224
2000,7,13,51738,-0.01724657
2000,7,14,51739,-0.01915593
2000,7,15,51740,-0.02180898
2000,7,16,51741,-0.02365400
2000,7,17,51742,-0.02516656
2000,7,18,51743,-0.02594272
2000,7,19,51744,-0.02600249
2000,7,20,51745,-0.02645869
2000,7,21,51746,-0.02767961
2000,7,22,51747,-0.02872302
2000,7,23,51748,-0.02972431
2000,7,24,51749,-0.03095869
2000,7,25,51750,-0.03209156
2000,7,26,51751,-0.03305532
2000,7,27,51752,-0.03397883
2000,7,28,51753,-0.03430630
2000,7,29,51754,-0.03437492
2000,7,30,51755,-0.03413780
2000,7,31,51756,-0.03417668
2000,8,1,51757,-0.03487331
2000,8,2,51758,-0.03568532
2000,8,3,51759,-0.03545443
2000,8,4,51760,-0.03488091
2000,8,5,51761,-0.03502267
2000,8,6,51762,-0.03619654
2000,8,7,51763,-0.03693691
2000,8,8,51764,-0.03712810
2000,8,9,51765,-0.03727798
2000,8,10,51766,-0.03765736
2000,8,11,51767,-0.03868140
2000,8,12,51768,-0.04021735
2000,8,13,51769,-0.04171555
2000,8,14,51770,-0.04261547
2000,8,15,51771,-0.04242619
2000,8,16,51772,-0.04238195
2000,8,17,51773,-0.04260494
2000,8,18,51774,-0.04376845
2000,8,19,51775,-0.04537586
2000,8,20,51776,-0.04633467
2000,8,21,51777,-0.04762364
2000,8,22,51778,-0.04868105
2000,8,23,51779,-0.04973701
2000,8,24,51780,-0.05093236
2000,8,25,51781,-0.05220202
2000,8,26,51782,-0.05311285
2000,8,27,51783,-0.05398931
2000,8,28,51784,-0.05414106
2000,8,29,51785,-0.05540806
2000,8,30,51786,-0.05628094
2000,8,31,51787,-0.05628129
2000,9,1,51788,-0.05655617
2000,9,2,51789,-0.05739686
2000,9,3,51790,-0.05737289
2000,9,4,51791,-0.05811085
2000,9,5,51792,-0.05849059
2000,9,6,51793,-0.05840541
2000,9,7,51794,-0.05935678
2000,9,8,51795,-0.06089566
2000,9,9,51796,-0.06079198
2000,9,10,51797,-0.06081492
2000,9,11,51798,-0.06171173
2000,9,12,51799,-0.06248565
2000,9,13,51800,-0.06305070
2000,9,14,51801,-0.06350676
2000,9,15,51802,-0.06304150
2000,9,16,51803,-0.06140536
2000,9,17,51804,-0.06143923
2000,9,18,51805,-0.06151016
2000,9,19,51806,-0.06164095
2000,9,20,51807,-0.06089395
2000,9,21,51808,-0.06186349
2000,9,22,51809,-0.06246383
2000,9,23,51810,-0.06253744
2000,9,24,51811,-0.06237242
2000,9,25,51812,-0.06205281
2000,9,26,51813,-0.06269891
2000,9,27,51814,-0.06284136
2000,9,28,51815,-0.06315972
2000,9,29,51816,-0.06327354
2000,9,30,51817,-0.06324053
2000,10,1,51818,-0.06355290
2000,10,2,51819,-0.06292919
2000,10,3,51820,-0.06342375
2000,10,4,51821,-0.06431257
2000,10,5,51822,-0.06466493
2000,10,6,51823,-0.06529538
2000,10,7,51824,-0.06546171
2000,10,8,51825,-0.06596619
2000,10,9,51826,-0.06628952
2000,10,10,51827,-0.06705071
2000,10,11,51828,-0.06812893
2000,10,12,51829,-0.06984251
2000,10,13,51830,-0.07115324
2000,10,14,51831,-0.07176089
2000,10,15,51832,-0.07273096
2000,10,16,51833,-0.07379135
2000,10,17,51834,-0.07587025
2000,10,18,51835,-0.07670569
2000,10,19,51836,-0.07691480
2000,10,20,51837,-0.07619235
2000,10,21,51838,-0.07624325
2000,10,22,51839,-0.07652231
2000,10,23,51840,-0.07639275
2000,10,24,51841,-0.07652449
2000,10,25,51842,-0.07715658
2000,10,26,51843,-0.07825941
2000,10,27,51844,-0.07884794
2000,10,28,51845,-0.07856193
2000,10,29,51846,-0.07779620
2000,10,30,51847,-0.07843372
2000,10,31,51848,-0.07881216
2000,11,1,51849,-0.07857078
2000,11,2,51850,-0.07863507
2000,11,3,51851,-0.07963586
2000,11,4,51852,-0.08011645
2000,11,5,51853,-0.07964588
2000,11,6,51854,-0.07813139
2000,11,7,51855,-0.07646895
2000,11,8,51856,-0.07608759
2000,11,9,51857,-0.07526489
2000,11,10,51858,-0.07431086
2000,11,11,51859,-0.07385287
2000,11,12,51860,-0.07392695
2000,11,13,51861,-0.07405074
2000,11,14,51862,-0.07294339
2000,11,15,51863,-0.07137816
2000,11,16,51864,-0.06954654
2000,11,17,51865,-0.06744422
2000,11,18,51866,-0.06542183
2000,11,19,51867,-0.06399414
2000,11,20,51868,-0.06344601
2000,11,21,51869,-0.06334936
2000,11,22,51870,-0.06372726
2000,11,23,51871,-0.06441865
2000,11,24,51872,-0.06366199
2000,11,25,51873,-0.06355258
2000,11,26,51874,-0.06364116
2000,11,27,51875,-0.06448880
2000,11,28,51876,-0.06461503
2000,11,29,51877,-0.06337837
2000,11,30,51878,-0.06261238
2000,12,1,51879,-0.06237286
2000,12,2,51880,-0.06191291
2000,12,3,51881,-0.06129180
2000,12,4,51882,-0.06085029
2000,12,5,51883,-0.06048027
2000,12,6,51884,-0.06004212
2000,12,7,51885,-0.05991659
2000,12,8,51886,-0.05881612
2000,12,9,51887,-0.05706671
2000,12,10,51888,-0.05472632
2000,12,11,51889,-0.05240240
2000,12,12,51890,-0.05075845
2000,12,13,51891,-0.04858566
2000,12,14,51892,-0.04583077
2000,12,15,51893,-0.04376893
2000,12,16,51894,-0.04067081
2000,12,17,51895,-0.03902511
2000,12,18,51896,-0.03899575
2000,12,19,51897,-0.03890960
2000,12,20,51898,-0.03809062
2000,12,21,51899,-0.03735326
2000,12,22,51900,-0.03635761
2000,12,23,51901,-0.03481967
2000,12,24,51902,-0.03412540
2000,12,25,51903,-0.03364137
2000,12,26,51904,-0.03268480
2000,12,27,51905,-0.03070699
2000,12,28,51906,-0.02859373
2000,12,29,51907,-0.02797004
2000,12,30,51908,-0.02722883
2000,12,31,51909,-0.02687937
2001,1,1,51910,-0.02645589
2001,1,2,51911,-0.02634344
2001,1,3,51912,-0.02563765
2001,1,4,51913,-0.02476691
2001,1,5,51914,-0.02335550
2001,1,6,51915,-0.02274154
2001,1,7,51916,-0.02230516
2001,1,8,51917,-0.02195088
2001,1,9,51918,-0.02106838
2001,1,10,51919,-0.02032972
2001,1,11,51920,-0.01878511
2001,1,12,51921,-0.01775923
2001,1,13,51922,-0.01689658
2001,1,14,51923,-0.01576856
2001,1,15,51924,-0.01493352
2001,1,16,51925,-0.01310948
2001,1,17,51926,-0.01197418
2001,1,18,51927,-0.01105819
2001,1,19,51928,-0.00913646
2001,1,20,51929,-0.00761838
2001,1,21,51930,-0.00641207
2001,1,22,51931,-0.00450953
2001,1,23,51932,-0.00265036
2001,1,24,51933,-0.00019142
2001,1,25,51934,0.00151209
2001,1,26,51935,0.00229138
2001,1,27,51936,0.00339805
2001,1,28,51937,0.00557678
2001,1,29,51938,0.00679040
2001,1,30,51939,0.00821944
2001,1,31,51940,0.01008673
2001,2,1,51941,0.01140239
2001,2,2,51942,0.01169700
2001,2,3,51943,0.01207941
2001,2,4,51944,0.01318405
2001,2,5,51945,0.01437425
2001,2,6,51946,0.01464607
2001,2,7,51947,0.01467899
2001,2,8,51948,0.01577902
2001,2,9,51949,0.01726421
2001,2,10,51950,0.01804160
2001,2,11,51951,0.01883571
2001,2,12,51952,0.02022628
2001,2,13,51953,0.02175838
2001,2,14,51954,0.02317459
2001,2,15,51955,0.02441870
2001,2,16,51956,0.02586813
2001,2,17,51957,0.02726548
2001,2,18,51958,0.02897717
2001,2,19,51959,0.03008221
2001,2,20,51960,0.03123922
2001,2,21,51961,0.03224637
2001,2,22,51962,0.03397495
2001,2,23,51963,0.03502293
2001,2,24,51964,0.03611344
2001,2,25,51965,0.03736139
2001,2,26,51966,0.03892831
2001,2,27,51967,0.04142009
2001,2,28,51968,0.04369478
2001,3,1,51969,0.04506812
2001,3,2,51970,0.04676593
2001,3,3,51971,0.04802242
2001,3,4,51972,0.04936296
2001,3,5,51973,0.05033310
2001,3,6,51974,0.05154024
2001,3,7,51975,0.05251998
2001,3,8,51976,0.05354359
2001,3,9,51977,0.05467839
2001,3,10,51978,0.05500633
2001,3,11,51979,0.05534011
2001,3,12,51980,0.05582203
2001,3,13,51981,0.05647779
